exposure,veh_value,claimcst0,numclaims,veh_age,gender,area,agecat
0.733744011,1.07,0,0,3,0,4,3
0.084873374,2.63,0,0,1,1,1,4
0.084873374,2.25,0,0,1,1,1,6
0.405201917,0.94,0,0,3,0,5,2
0.777549624,3.75,0,0,2,1,1,4
0.082135524,0.76,0,0,3,0,1,5
0.777549624,2.65,0,0,2,1,1,3
0.079397673,1.02,0,0,3,1,3,6
0.082135524,3.15,0,0,2,0,1,5
0.914442163,2.3,0,0,2,0,3,3
0.914442163,1.7,0,0,2,0,3,4
0.079397673,1.27,0,0,3,1,1,4
0.084873374,0.67,0,0,4,0,6,5
0.720054757,0.61,0,0,4,1,3,5
0.802190281,1.18,0,0,2,0,3,3
0.629705681,2.2,0,0,3,0,4,4
0.084873374,3.84,0,0,2,0,4,2
0.449007529,0.95,0,0,3,0,3,2
0.084873374,0.5,0,0,4,1,2,5
0.999315537,5.236,2403.399994,1,1,0,1,2
0.084873374,2.75,0,0,3,0,2,4
0.826830938,1.97,0,0,2,1,2,4
0.503764545,0.42,0,0,4,0,2,6
0.079397673,1.28,0,0,3,1,3,6
0.084873374,2.88,0,0,3,1,3,4
0.084873374,0.3,0,0,4,0,3,5
0.999315537,0.39,0,0,4,0,2,4
0.930869268,4.04,0,0,2,1,3,2
0.914442163,1.78,0,0,2,0,1,4
0.076659822,0.84,0,0,4,0,1,3
0.791238878,5.21,0,0,1,1,4,5
0.084873374,2.32,0,0,3,0,5,3
0.084873374,0.29,0,0,4,1,4,3
0.084873374,0.69,0,0,4,0,2,3
0.084873374,1.38,0,0,4,1,5,4
0.914442163,0.96,0,0,4,1,4,3
0.45174538,1.28,0,0,2,0,1,1
0.1724846,0.82,0,0,4,1,2,3
0.084873374,0.64,0,0,4,0,6,2
0.084873374,0.7,0,0,4,1,3,4
0.917180014,1.11,0,0,4,1,2,4
0.158795346,4.2,0,0,3,1,6,4
0.777549624,0.95,0,0,3,0,3,4
0.114989733,1.14,0,0,3,0,5,1
0.082135524,2,0,0,2,1,3,5
0.386036961,0.73,0,0,4,0,5,2
0.079397673,1.7,0,0,2,0,5,3
0.079397673,1.18,0,0,4,1,3,3
0.079397673,1.62,0,0,3,0,3,4
0.079397673,1.46,0,0,3,0,4,6
0.919917865,0.57,0,0,4,0,2,3
0.084873374,0.54,0,0,4,0,1,2
0.084873374,0.53,0,0,4,1,1,6
0.084873374,4.78,0,0,1,0,3,5
0.210814511,0.78,0,0,3,0,2,2
0.084873374,1.1,0,0,2,1,1,4
0.084873374,3.65,0,0,2,0,4,1
0.084873374,0.62,0,0,4,1,1,3
0.084873374,1.56,0,0,1,0,1,3
0.084873374,3.15,0,0,1,0,4,3
0.082135524,1.7,0,0,2,1,1,5
0.914442163,0.43,0,0,4,0,2,1
0.777549624,1.17,0,0,2,0,3,1
0.777549624,0.92,0,0,3,0,2,3
0.082135524,1.56,0,0,3,1,2,2
0.079397673,1.11,0,0,3,0,1,3
0.632443532,0.82,0,0,4,1,4,3
0.084873374,1.14,0,0,2,0,3,2
0.084873374,2.74,0,0,2,1,1,5
0.084873374,2.49,0,0,1,0,1,6
0.082135524,2.64,0,0,1,0,5,5
0.084873374,0.7,0,0,4,0,3,4
0.919917865,0.61,0,0,4,0,3,4
0.632443532,0.93,0,0,4,1,3,2
0.084873374,0.51,0,0,4,0,3,3
0.084873374,0.69,0,0,4,0,1,3
0.758384668,1.46,0,0,3,0,5,3
0.082135524,0.54,0,0,4,0,3,4
0.084873374,0.35,0,0,4,0,2,4
0.840520192,1.24,0,0,2,1,1,3
0.777549624,0.59,0,0,4,1,3,2
0.462696783,0.88,0,0,3,0,3,2
0.914442163,1.81,0,0,3,1,3,3
0.1724846,0.99,0,0,4,0,1,2
0.919917865,1.45,610,1,4,1,3,4
0.079397673,0.69,0,0,4,0,3,5
0.079397673,1.7,0,0,2,1,4,2
0.079397673,2.54,0,0,3,0,5,3
0.079397673,2.92,0,0,1,0,3,4
0.131416838,1.18,0,0,4,1,1,3
0.837782341,1.85,0,0,2,0,1,6
0.826830938,1.29,0,0,3,0,3,2
0.134154689,3.14,0,0,2,0,6,2
0.777549624,0.92,0,0,3,0,3,4
0.796714579,2.105,0,0,1,1,3,5
0.613278576,0.97,0,0,3,0,4,3
0.142368241,5.39,0,0,2,1,1,2
0.156057495,1.06,0,0,3,1,3,5
0.547570157,0.62,353.77,1,4,1,3,3
0.079397673,1.18,0,0,4,1,4,5
0.084873374,2,0,0,3,1,4,3
0.125941136,1.57,0,0,4,0,4,5
0.082135524,1.88,0,0,3,1,1,5
0.084873374,1.16,0,0,4,1,1,2
0.084873374,0.67,0,0,3,1,1,4
0.837782341,1.85,0,0,2,0,1,4
0.511978097,2.38,0,0,1,0,1,5
0.454483231,0.53,0,0,4,0,1,1
0.777549624,2.45,0,0,3,1,6,1
0.914442163,3.35,1677.59,2,2,1,2,5
0.084873374,0.37,0,0,4,0,1,6
0.084873374,1.01,0,0,3,0,4,3
0.511978097,1.37,0,0,1,0,1,4
0.569472964,1.52,389.9499998,1,4,1,6,4
0.777549624,2.9,0,0,1,0,6,3
0.169746749,1.29,0,0,1,0,2,3
0.48733744,2.23,0,0,4,0,1,3
0.084873374,1.89,0,0,3,0,3,3
0.914442163,1.3,0,0,2,0,2,4
0.914442163,2.69,0,0,3,1,3,2
0.084873374,1.4,0,0,1,0,3,2
0.511978097,1.73,0,0,4,1,3,5
0.082135524,0.77,0,0,3,0,6,5
0.769336071,1.64,0,0,2,0,3,3
0.821355236,2.89,0,0,2,0,5,1
0.917180014,0.83,0,0,3,0,1,4
0.865160849,1.72,362.8599997,1,1,0,4,3
0.689938398,0.83,0,0,3,1,3,2
0.082135524,0.69,0,0,4,1,1,1
0.490075291,0.66,0,0,4,0,3,4
0.917180014,0.8,0,0,3,1,3,2
0.079397673,1.16,0,0,4,1,3,2
0.079397673,1.96,0,0,4,0,4,3
0.777549624,1.47,0,0,1,1,1,1
0.079397673,1.11,0,0,4,1,4,2
0.079397673,5.16,0,0,1,0,2,4
0.079397673,0.93,0,0,3,1,2,6
0.840520192,3.28,0,0,2,1,2,3
0.079397673,0.71,0,0,3,0,1,6
0.777549624,1.84,3189.549995,1,4,1,2,2
0.999315537,0.22,0,0,4,0,2,5
0.079397673,0.81,0,0,3,0,2,6
0.079397673,1.08,0,0,3,1,2,5
0.876112252,2.61,3384.199997,1,3,1,3,1
0.840520192,1.02,0,0,4,1,3,2
0.084873374,1.86,0,0,1,0,3,3
0.084873374,0.54,0,0,4,0,1,2
0.084873374,2.94,0,0,1,1,4,5
0.084873374,1.89,0,0,2,0,2,4
0.588637919,3.3,0,0,1,0,6,2
0.854209446,1.05,0,0,4,0,4,6
0.843258042,2.08,0,0,2,0,1,3
0.093086927,0.57,0,0,4,0,5,4
0.057494867,0.83,0,0,3,0,3,3
0.210814511,1.25,0,0,2,0,2,4
0.629705681,1.13,0,0,4,1,5,2
0.750171116,1.78,990.3799992,1,2,1,1,3
0.079397673,2.74,0,0,3,1,1,4
0.084873374,2.13,0,0,2,1,1,4
0.084873374,1.91,0,0,2,1,5,3
0.082135524,0.83,0,0,4,1,4,3
0.084873374,1.62,0,0,2,1,1,5
0.084873374,2.74,0,0,3,1,2,4
0.928131417,0.93,0,0,3,0,3,2
0.084873374,0.77,0,0,4,1,4,5
0.821355236,3.17,0,0,3,1,6,2
0.747433265,0.96,0,0,3,0,4,6
0.084873374,1.18,0,0,4,1,2,5
0.777549624,1.428,0,0,1,1,3,4
0.777549624,1.59,0,0,1,0,2,4
0.221765914,1.07,0,0,3,1,4,4
0.616016427,3.0245,0,0,1,0,2,3
0.840520192,2.39,0,0,2,1,3,2
0.917180014,0.83,0,0,4,0,3,3
0.815879535,0.6,0,0,4,0,2,4
0.826830938,2.67,0,0,1,0,1,3
0.826830938,3.23,0,0,2,0,2,5
0.156057495,2.7,0,0,3,1,3,4
0.689938398,2.15,0,0,4,0,2,2
0.079397673,1.17,0,0,3,0,3,1
0.134154689,7.04,0,0,1,0,3,3
0.840520192,1.84,0,0,1,0,1,2
0.079397673,1.89,0,0,3,0,2,3
0.079397673,3.22,0,0,2,1,4,1
0.824093087,0.77,0,0,3,0,3,2
0.164271047,0.62,0,0,4,0,5,5
0.084873374,1.07,0,0,3,0,4,3
0.079397673,0.54,0,0,4,0,3,2
0.930869268,1.18,0,0,3,0,5,3
0.919917865,0.97,0,0,3,0,1,2
0.082135524,2.45,0,0,1,0,2,4
0.079397673,0.27,0,0,4,0,3,4
0.084873374,1.89,0,0,3,0,3,3
0.134154689,1.48,0,0,1,1,1,4
0.134154689,1.92,0,0,1,0,2,4
0.914442163,0.45,0,0,4,0,1,3
0.865160849,2.4,0,0,2,0,1,5
0.082135524,0.87,0,0,3,0,1,5
0.306639288,2.93,0,0,1,0,3,1
0.049281314,5.899,0,0,1,0,5,5
0.084873374,1.7,0,0,2,0,1,3
0.084873374,1.53,0,0,2,1,1,5
0.057494867,1.799,0,0,1,0,3,3
0.933607118,4.36,0,0,2,0,6,3
0.914442163,0.93,353.77,1,4,1,3,2
0.41615332,3.399,0,0,1,1,1,5
0.528405202,1.54,0,0,2,0,2,3
0.550308008,2.099,0,0,1,0,4,2
0.777549624,3.57,0,0,1,1,2,1
0.032854209,2.13,0,0,3,0,4,2
0.840520192,0.59,0,0,4,1,3,1
0.840520192,3.28,200,1,2,0,3,2
0.082135524,1.11,0,0,3,0,3,4
0.840520192,2.21,0,0,3,1,5,3
0.917180014,0.82,0,0,4,0,4,5
0.082135524,1.02,0,0,3,0,2,5
0.840520192,1.66,0,0,3,0,1,2
0.082135524,1.91,0,0,1,0,4,3
0.826830938,1.79,1672.739998,1,4,1,4,3
0.815879535,0.29,0,0,4,0,3,4
0.082135524,3.81,0,0,1,1,5,1
0.399726215,4.66,0,0,1,1,1,4
0.082135524,1.88,0,0,3,0,1,4
0.057494867,2.16,0,0,2,0,5,2
0.898015058,0.99,0,0,4,0,4,3
0.082135524,1.02,0,0,3,0,1,4
0.224503765,1.8,0,0,2,0,2,4
0.238193019,5.17,0,0,2,0,6,4
0.079397673,0.76,0,0,3,0,2,4
0.079397673,1.01,0,0,3,0,1,3
0.079397673,2.22,0,0,3,1,1,3
0.082135524,0.8,0,0,3,0,2,2
0.079397673,1.64,0,0,4,0,4,2
0.580424367,1.64,0,0,4,0,5,3
0.079397673,1.15,0,0,4,0,3,4
0.210814511,0.73,0,0,4,0,3,6
0.079397673,0.43,0,0,4,0,2,3
0.449007529,1.01,0,0,2,0,4,4
0.339493498,1.97,0,0,3,1,6,4
0.919917865,1.29,0,0,3,0,2,3
0.158795346,3.23,0,0,2,0,2,2
0.084873374,1.02,0,0,3,0,4,4
0.1724846,0.43,0,0,4,0,3,3
0.826830938,3.78,1647.289997,1,1,0,2,6
0.082135524,1.1,0,0,3,0,4,3
0.914442163,1.23,0,0,2,0,1,5
0.424366872,1.64,0,0,4,0,3,4
0.079397673,1.1,0,0,2,0,3,5
0.265571526,0.51,0,0,4,1,3,5
0.084873374,2.45,0,0,2,0,1,3
0.084873374,0.84,0,0,3,0,4,4
0.840520192,3.28,0,0,2,0,3,3
0.424366872,1.31,0,0,3,0,3,1
0.197125257,4.899,2431.669998,1,1,1,3,5
0.082135524,0.81,0,0,3,0,2,3
0.134154689,1.92,0,0,1,0,4,6
0.082135524,1.74,0,0,2,0,1,3
0.840520192,1.42,0,0,3,0,4,6
0.084873374,0.83,0,0,3,0,1,1
0.084873374,1.74,0,0,2,0,2,4
0.840520192,1.19,0,0,2,0,3,3
0.084873374,0.77,0,0,4,0,5,4
0.238193019,2.09,0,0,2,0,4,2
0.821355236,0.8,0,0,3,1,3,1
0.514715948,1.07,0,0,3,0,4,2
0.084873374,1.4,0,0,2,0,2,2
0.17522245,1.11,0,0,3,1,1,1
0.084873374,1.11,0,0,3,0,1,3
0.547570157,2.54,0,0,2,0,2,1
0.1724846,0.95,0,0,4,1,1,4
0.084873374,1.47,0,0,3,0,1,4
0.476386037,0.39,0,0,4,0,2,3
0.084873374,4.79,0,0,1,0,1,3
0.084873374,2.85,0,0,1,0,3,1
0.550308008,1.8,0,0,2,0,2,4
0.914442163,1.34,0,0,3,1,2,4
0.424366872,1.399,0,0,1,0,3,4
0.084873374,0.67,0,0,4,0,5,3
0.084873374,0.99,0,0,3,0,3,4
0.747433265,0.81,1077.25,1,3,0,5,2
0.082135524,2.23,0,0,2,1,3,6
0.134154689,1.48,0,0,1,0,3,4
0.082135524,1.37,0,0,3,1,2,4
0.082135524,1.51,0,0,2,0,3,5
0.509240246,2.48,0,0,3,1,5,4
0.917180014,1.26,0,0,2,0,1,3
0.999315537,1.37,0,0,2,0,1,3
0.082135524,2.42,0,0,3,1,4,2
0.826830938,2.43,0,0,1,0,2,6
0.079397673,1.32,0,0,3,0,3,5
0.449007529,2.42,0,0,1,1,2,5
0.424366872,3.46,0,0,2,0,3,3
0.490075291,2.1,0,0,3,1,3,1
0.917180014,0.94,0,0,3,1,3,3
0.427104723,0.79,0,0,3,0,2,2
0.930869268,1.66,0,0,2,0,4,5
0.079397673,1.23,0,0,3,0,3,4
0.084873374,1.44,0,0,3,1,2,6
0.079397673,1.46,0,0,4,1,1,2
0.424366872,1.03,0,0,4,0,3,2
0.082135524,0.72,0,0,4,0,3,2
0.840520192,1.22,0,0,4,1,5,3
0.824093087,2.07,0,0,2,0,3,6
0.06844627,1.89,0,0,3,0,2,2
0.249144422,1.85,0,0,2,0,3,2
0.1724846,3.129,0,0,1,1,2,5
0.999315537,1.32,0,0,3,1,1,3
0.153319644,3.46,0,0,1,0,4,3
0.999315537,1.349,0,0,1,1,3,2
0.131416838,0.98,0,0,2,1,3,2
0.826830938,1.17,0,0,3,1,3,3
0.999315537,1.22,0,0,3,0,3,3
0.424366872,2.14,0,0,2,1,3,4
0.260095825,2.17,0,0,2,1,3,1
0.210814511,0.78,0,0,3,0,3,4
0.826830938,2.17,3552.509995,1,2,0,3,4
0.62696783,4.23,583.3399992,1,2,0,3,3
0.930869268,0.51,0,0,4,0,3,3
0.574948665,0.45,0,0,4,1,5,3
0.826830938,2.14,0,0,4,0,3,2
0.826830938,1.35,0,0,3,0,3,5
0.673511294,1.22,0,0,3,0,3,2
0.1724846,1.71,0,0,4,1,6,1
0.8678987,0.72,0,0,4,1,2,3
0.309377139,1.81,0,0,4,1,1,4
0.134154689,2.35,0,0,3,1,3,1
0.391512663,0.93,0,0,4,1,2,5
0.509240246,0.31,0,0,4,1,2,5
0.509240246,1.29,0,0,1,0,1,3
0.424366872,0.31,0,0,4,0,4,3
0.607802875,0.77,0,0,3,0,5,5
0.774811773,0.88,0,0,4,1,3,3
0.919917865,1.05,0,0,2,0,1,2
0.424366872,1.93,0,0,1,0,1,2
0.131416838,2.58,0,0,3,1,3,2
0.930869268,1.19,0,0,2,1,3,4
0.41889117,0.89,0,0,3,0,4,1
0.8678987,0.89,0,0,4,1,6,2
0.424366872,2.31,390.9099999,1,3,0,4,3
0.443531828,1.16,0,0,4,1,2,2
0.509240246,1.01,369.1499996,1,3,1,1,2
0.424366872,2.84,0,0,3,0,4,2
0.607802875,1.8,0,0,3,1,3,3
0.607802875,1.85,0,0,2,1,2,3
0.06844627,1.95,0,0,2,1,4,2
0.607802875,3.3,0,0,2,1,2,2
0.076659822,0.69,0,0,4,0,3,5
0.342231348,1.27,0,0,3,1,2,6
0.342231348,0.62,0,0,4,1,2,6
0.071184121,1.59,0,0,1,0,1,6
0.06844627,0.86,0,0,4,0,4,3
0.646132786,0.39,0,0,4,1,5,5
0.342231348,3.2,0,0,1,0,3,5
0.446269678,5.499,0,0,1,1,4,5
0.284736482,0.94,0,0,4,0,1,4
0.410677618,0.99,0,0,3,0,3,1
0.342231348,1.29,0,0,4,1,6,5
0.131416838,0.52,0,0,4,0,1,5
0.290212183,1.22,0,0,3,1,1,3
0.342231348,0.95,0,0,3,0,1,6
0.342231348,2.55,0,0,3,0,4,3
0.657084189,1.67,0,0,3,1,2,5
0.169746749,0.41,0,0,4,0,5,3
0.128678987,0.82,0,0,4,0,1,2
0.317590691,1.9,0,0,2,1,1,5
0.657084189,0.99,850.1599999,1,4,0,4,5
0.342231348,2.2,0,0,2,0,1,6
0.342231348,2.54,0,0,2,1,6,3
0.342231348,1.69,0,0,1,0,4,5
0.657084189,2.21,0,0,3,1,3,2
0.309377139,5.489,0,0,1,1,3,4
0.657084189,2.09,0,0,2,0,4,3
0.657084189,1.399,0,0,1,1,1,3
0.084873374,2.67,0,0,3,1,3,3
0.131416838,1.66,0,0,4,1,3,1
0.342231348,2.81,0,0,1,1,2,5
0.657084189,1.51,616.9099999,1,4,0,3,4
0.432580424,3.05,0,0,1,1,6,4
0.342231348,1.77,0,0,1,1,1,3
0.966461328,1.65,0,0,1,1,3,4
0.999315537,0.94,0,0,4,1,6,3
0.342231348,0.49,0,0,4,0,1,3
0.342231348,1.57,0,0,4,0,2,6
0.342231348,1.9,0,0,1,0,1,5
0.342231348,3.65,0,0,1,0,2,4
0.342231348,0.94,0,0,3,0,1,5
0.657084189,1.29,0,0,3,0,3,3
0.342231348,2.88,0,0,3,1,3,5
0.342231348,0.49,0,0,4,1,3,4
0.657084189,0.55,0,0,4,0,2,5
0.424366872,1.71,0,0,4,0,5,5
0.342231348,1.43,0,0,4,0,1,6
0.574948665,5.633,0,0,1,1,3,4
0.342231348,0.58,0,0,4,0,3,3
0.342231348,2.34,0,0,2,0,1,5
0.342231348,3.4,0,0,2,1,6,3
0.657084189,1.02,0,0,3,0,2,6
0.342231348,0.78,0,0,3,0,6,2
0.366872006,0.92,0,0,3,0,3,2
0.342231348,0.85,0,0,3,0,2,4
0.342231348,0.78,0,0,3,1,2,6
0.024640657,2.49,0,0,2,1,4,5
0.342231348,2.11,0,0,2,1,1,6
0.342231348,2.88,0,0,3,1,6,2
0.342231348,0.87,0,0,3,0,4,4
0.342231348,1.45,0,0,3,1,1,5
0.342231348,0.79,0,0,4,1,2,5
0.131416838,1.93,0,0,4,0,1,5
0.342231348,4.14,0,0,2,1,5,2
0.657084189,2.45,0,0,3,1,3,2
0.342231348,1.49,0,0,3,1,3,4
0.342231348,1.39,0,0,3,0,3,4
0.342231348,0.29,0,0,4,0,1,3
0.342231348,1.32,0,0,3,0,2,4
0.59137577,0.54,0,0,4,0,1,2
0.930869268,1.4,0,0,3,1,6,5
0.5229295,4,0,0,3,1,1,2
0.079397673,1.36,0,0,1,0,5,4
0.342231348,2.06,0,0,1,1,1,2
0.131416838,0.92,0,0,3,1,2,4
0.342231348,0.39,0,0,4,0,1,5
0.342231348,3.99,0,0,2,0,4,5
0.495550993,1.16,0,0,4,1,3,5
0.342231348,1.12,0,0,3,0,3,1
0.342231348,1.64,0,0,4,0,3,2
0.342231348,0.39,0,0,4,0,1,2
0.342231348,1.75,0,0,4,1,2,5
0.202600958,2.5,0,0,2,1,1,3
0.342231348,2.58,0,0,1,0,2,2
0.607802875,1.38,0,0,3,1,1,4
0.342231348,0.78,0,0,3,0,1,5
0.342231348,0.43,0,0,4,1,1,6
0.424366872,2.66,0,0,2,1,2,5
0.657084189,0.46,0,0,4,1,3,3
0.791238878,1.79,0,0,2,1,3,3
0.424366872,1.549,0,0,1,1,2,2
0.114989733,1.99,0,0,2,0,2,3
0.610540726,1.38,0,0,2,0,2,4
0.424366872,2.97,0,0,1,1,3,1
0.607802875,4.06,0,0,2,1,5,2
0.999315537,2.64,0,0,3,0,5,4
0.930869268,2.35,0,0,2,1,1,6
0.605065024,1.88,0,0,2,1,2,4
0.607802875,1.07,0,0,4,0,2,5
0.424366872,0.46,0,0,4,0,2,4
0.1724846,3.87,0,0,2,0,1,5
0.446269678,2.29,0,0,1,0,4,4
0.930869268,2.95,0,0,3,0,5,4
0.607802875,0.83,0,0,3,1,3,2
0.607802875,0.57,0,0,4,0,1,3
0.574948665,1.77,0,0,2,0,1,2
0.572210815,0.66,0,0,4,0,3,2
0.424366872,1.9,0,0,1,1,5,1
0.424366872,5.553,0,0,1,1,6,4
0.238193019,1.49,0,0,3,0,2,3
0.06844627,0.77,0,0,4,1,2,1
0.550308008,1.11,390,1,3,0,4,5
0.572210815,2.38,0,0,2,1,2,3
0.424366872,1.399,0,0,1,0,1,4
0.574948665,1.77,0,0,3,0,3,2
0.10403833,1.799,0,0,1,0,1,3
0.41889117,3.34,0,0,3,1,4,2
0.635181383,2.68,0,0,3,0,1,3
0.774811773,0.68,0,0,4,0,4,1
0.424366872,2.75,0,0,1,0,6,3
0.501026694,2.38,8065.259995,1,3,0,4,2
0.769336071,3.27,0,0,3,0,6,3
0.774811773,1.46,0,0,2,0,1,4
0.509240246,1.87,0,0,3,0,6,1
0.449007529,4.35,0,0,1,0,6,4
0.574948665,2.22,0,0,3,1,2,1
0.238193019,2.38,0,0,2,1,1,5
0.41889117,1.13,0,0,3,1,1,5
0.424366872,1.82,0,0,2,1,5,6
0.424366872,4.12,0,0,3,1,3,4
0.421629021,1.44,0,0,2,0,3,3
0.449007529,1.76,0,0,2,0,3,4
0.476386037,0.68,0,0,4,0,3,3
0.550308008,1.05,0,0,4,1,2,2
0.752908967,2.18,0,0,2,0,2,4
0.999315537,5.236,0,0,1,1,4,2
0.550308008,1.48,0,0,2,0,2,5
0.424366872,2.02,0,0,1,0,4,4
0.774811773,1.29,0,0,2,1,3,1
0.446269678,4.63,0,0,1,1,1,4
0.238193019,1.29,0,0,3,1,3,3
0.449007529,1.44,0,0,3,1,2,3
0.837782341,1.18,0,0,2,0,3,5
0.774811773,1.43,0,0,3,0,3,4
0.20807666,2.39,0,0,2,1,3,3
0.375085558,1.47,0,0,4,1,6,1
0.388774812,1.73,0,0,3,0,1,2
0.424366872,2.22,0,0,3,0,1,1
0.449007529,1.18,8847.779999,1,4,1,1,1
0.424366872,0.65,0,0,4,0,3,4
0.071184121,1.66,0,0,3,0,2,2
0.413415469,1.54,0,0,2,0,2,5
0.449007529,1.76,0,0,2,0,3,1
0.851471595,1.88,0,0,3,0,3,4
0.574948665,1.35,0,0,3,0,1,4
0.449007529,2.66,0,0,1,0,2,1
0.062970568,5.16,0,0,1,1,1,2
0.424366872,1.77,0,0,3,1,4,3
0.238193019,1.44,0,0,3,1,2,4
0.449007529,1.62,0,0,1,0,1,4
0.774811773,3.14,0,0,1,1,3,2
0.774811773,1.95,0,0,3,0,4,2
0.774811773,1.47,0,0,3,0,3,1
0.449007529,1.42,0,0,1,1,1,4
0.837782341,1.71,0,0,2,0,2,3
0.837782341,0.5,0,0,4,1,3,2
0.824093087,1.32,0,0,4,0,6,3
0.928131417,2.1,0,0,4,1,3,3
0.928131417,0.93,200,1,4,0,3,5
0.180698152,1.33,0,0,2,0,1,2
0.774811773,1.49,0,0,3,0,2,6
0.421629021,0.85,0,0,3,0,1,3
0.774811773,1.23,0,0,2,0,1,3
0.774811773,1.428,200,1,1,1,2,5
0.421629021,1.69,0,0,1,0,3,3
0.449007529,0.31,0,0,4,0,3,2
0.030116359,3.39,0,0,3,0,3,3
0.216290212,0.84,0,0,3,0,2,1
0.821355236,3.78,0,0,1,0,1,1
0.20807666,0.45,0,0,4,0,3,3
0.205338809,5.17,0,0,2,0,1,1
0.150581793,0.72,5278.419998,1,4,0,1,2
0.774811773,0.5,0,0,4,1,3,2
0.238193019,1.3,0,0,2,1,2,4
0.424366872,1.45,0,0,3,0,4,1
0.774811773,0.6,0,0,4,0,1,2
0.336755647,0.79,0,0,3,0,2,4
0.314852841,1.45,0,0,3,0,1,1
0.180698152,1.68,0,0,4,0,1,3
0.065708419,1.3,0,0,2,0,1,1
0.59137577,2.65,0,0,3,1,4,2
0.824093087,1.28,0,0,3,0,4,2
0.495550993,2.51,0,0,4,0,1,3
0.605065024,1.84,0,0,2,1,2,5
0.421629021,0.99,0,0,3,1,1,4
0.772073922,0.53,0,0,4,0,3,4
0.375085558,2.58,0,0,3,1,6,3
0.495550993,1.21,0,0,3,0,2,3
0.553045859,1.1,0,0,4,1,3,4
0.167008898,1.31,0,0,2,0,2,4
0.402464066,1.54,353.77,1,3,0,3,4
0.20807666,1.85,0,0,3,0,3,3
0.20807666,1.01,0,0,3,0,2,4
0.824093087,1.21,0,0,4,1,1,6
0.574948665,1.43,0,0,3,1,3,5
0.424366872,0.87,3213.219994,2,4,1,3,4
0.774811773,2.91,0,0,1,0,3,2
0.837782341,1.57,0,0,2,0,1,2
0.424366872,0.77,0,0,4,0,5,3
0.216290212,1.56,0,0,4,0,5,5
0.323066393,0.29,0,0,4,0,4,3
0.574948665,1.99,0,0,2,1,2,6
0.791238878,1.33,0,0,2,0,3,4
0.829568789,1.57,0,0,2,0,1,2
0.566735113,0.94,0,0,4,0,2,4
0.574948665,2.85,0,0,3,1,5,5
0.421629021,1.42,0,0,4,1,2,5
0.177960301,2.78,0,0,3,0,6,2
0.421629021,0.78,0,0,3,0,1,1
0.536618754,0.52,0,0,4,0,5,6
0.821355236,2.68,0,0,2,1,3,2
0.774811773,4.7,0,0,1,1,6,4
0.221765914,0.31,0,0,4,1,6,3
0.449007529,1.14,0,0,2,0,4,1
0.774811773,1.46,0,0,3,0,3,4
0.161533196,1.77,0,0,2,0,1,4
0.824093087,1.71,0,0,2,0,1,2
0.574948665,0.37,0,0,4,1,3,1
0.574948665,1.67,200,1,2,0,2,2
0.542094456,0.5,0,0,4,0,3,6
0.544832307,0.87,0,0,3,0,3,6
0.544832307,1.2,353.7999997,1,4,1,1,6
0.547570157,1.06,0,0,3,1,3,6
0.544832307,0.37,0,0,4,0,3,6
0.547570157,1.06,0,0,3,0,2,5
0.268309377,0.58,0,0,4,1,1,5
0.547570157,1.29,0,0,3,0,1,5
0.183436003,1.48,0,0,1,1,3,4
0.547570157,1.74,0,0,2,1,2,6
0.421629021,3.24,0,0,1,0,5,5
0.542094456,2.18,0,0,2,0,3,5
0.547570157,1.3,0,0,2,1,3,6
0.45174538,1.01,0,0,4,0,4,6
0.20807666,2.06,0,0,3,1,3,4
0.542094456,1.47,0,0,2,0,3,6
0.542094456,1.66,0,0,2,0,2,6
0.542094456,1.15,0,0,3,1,2,6
0.38329911,1.49,0,0,2,1,2,1
0.547570157,1.38,0,0,3,1,3,5
0.824093087,1.49,0,0,2,0,1,2
0.547570157,0.45,0,0,4,0,2,6
0.550308008,2.21,0,0,2,1,3,2
0.060232717,1.87,0,0,1,1,4,5
0.999315537,1.22,0,0,3,0,3,5
0.20807666,1.62,0,0,2,1,1,4
0.616016427,4.73,0,0,2,0,1,3
0.41615332,1.06,0,0,3,1,1,2
0.542094456,0.59,0,0,4,1,4,5
0.547570157,2.14,0,0,3,1,6,4
0.547570157,2.2,0,0,1,1,3,6
0.544832307,1.59,0,0,3,1,3,5
0.542094456,1.25,0,0,4,1,3,5
0.251882272,1.58,0,0,4,1,2,1
0.45174538,1.68,0,0,3,0,3,5
0.837782341,2.04,0,0,4,0,6,4
0.20807666,1.75,0,0,2,0,1,4
0.547570157,1.77,0,0,3,1,5,4
0.544832307,1.16,0,0,3,0,4,3
0.544832307,1.91,0,0,4,0,3,6
0.542094456,4.14,0,0,2,1,3,3
0.492813142,2.12,0,0,2,1,1,6
0.544832307,2.06,0,0,2,0,2,5
0.446269678,1.36,0,0,1,0,4,1
0.832306639,2.37,200,1,4,0,4,4
0.547570157,0.65,0,0,4,0,3,5
0.542094456,4.73,0,0,2,0,5,3
0.542094456,1.5,0,0,4,1,2,5
0.262833676,0.82,0,0,4,0,1,3
0.542094456,0.51,0,0,4,0,2,4
0.457221081,0.44,0,0,4,0,3,4
0.542094456,1.51,0,0,2,1,1,6
0.772073922,4.43,0,0,1,0,1,4
0.542094456,0.77,0,0,3,0,2,3
0.542094456,2.28,0,0,3,1,5,5
0.454483231,0.55,0,0,4,0,1,2
